sentence,entities,entities_spans,label
We report a case of Stevens-Johnson syndrome/toxic epidermal necrolysis (SJS/TEN) secondary to trimethoprim-sulfamethoxazole (TMP-Sx) therapy for presumed community-associated methicillin-resistant Staphylococcus aureus (CA-MRSA) infection.,"[('trimethoprim-sulfamethoxazole', 'DRUG'), ('SJS', 'DISE')]","[(95, 124, 'DRUG'), (73, 76, 'DISE')]",1
Symptoms and Signs  Onset is usually insidious; CLL is often diagnosed incidentally during routine blood tests or through evaluation of ASYMPTOMATIC LYMPHADENOPATHY,"[('ASYMPTOMATIC LYMPHADENOPATHY', 'DISE'), ('CLL', 'DRUG')]","[(136, 171, 'DISE'), (48, 51, 'DRUG')]",0
"MEDIASTIL LYMPHADENOPATHY is common at presentation, especially in patients 15 to 35 years of age with CLASSICAL NODULAR SCLEROSIS","[('MEDIASTIL LYMPHADENOPATHY', 'DISE'), ('CLASSICAL NODULAR SCLEROSIS', 'SYMP')]","[(0, 27, 'DISE'), (105, 132, 'SYMP')]",1
"Latex Sensitivity  LATEX SENSITIVITY is an exaggerated immune response to water soluble proteins in latex products (eg, RUBBER GLOVES dental dams, condoms, tubing for respiratory equipment, catheters, enema tips with inflatable latex cuffs), causing urticaria, angioedema, a nd aphylaxis.","[('LATEX SENSITIVITY', 'DISE'), ('RUBBER GLOVES', 'SYMP')]","[(19, 36, 'DISE'), (120, 133, 'SYMP')]",1
"O'Dwyer PJ, Cheson BD, Leyland Jones B et alDEOXYCOFORMYCIN: an active new drug for indolent lymphomas and HAIRY CELL LEUKEMIA","[('HAIRY CELL LEUKEMIA', 'DISE'), ('DEOXYCOFORMYCIN', 'DRUG')]","[(107, 133, 'DISE'), (44, 59, 'DRUG')]",2
164  Babesiosis  Treatment of BABESIOSIS   +    caused by  BABESIA MICROTI.,"[('BABESIOSIS', 'DISE'), ('BABESIA MICROTI', 'SYMP')]","[(30, 40, 'DISE'), (59, 74, 'SYMP')]",1
"Metronidazole, although not approved for the treatment of giardiasis, has been the principal agent used to treat this infection  11,    64,65   because QUICRINE the first effective drug for GIARDIASIS is no longer distributed in the United States.","[('GIARDIASIS', 'DISE'), ('QUICRINE', 'DRUG')]","[(192, 202, 'DISE'), (152, 162, 'DRUG')]",2
Hydrocortisone may decrease the incidence of mortality associated with cardiac arrhythmias in children receiving amphotericin B overdoses.,"[('amphotericin B', 'DRUG'), ('mortality', 'DISE')]","[(113, 127, 'DRUG'), (45, 54, 'DISE')]",1
"Usually does not cause a vulvitis or VULVODYNIA LICHEN SCLEROSUS  Patients complain primarily of pruritus and burning PAIN of the vulva, perineal body, and perianus.","[('PAIN', 'DISE'), ('VULVODYNIA LICHEN SCLEROSUS', 'SYMP')]","[(118, 122, 'DISE'), (37, 64, 'SYMP')]",1
We report 3 children with epilepsy who developed facial motor tics after initiation of CBZ for complex partial seizures.,"[('CBZ', 'DRUG'), ('facial motor tics', 'DISE')]","[(87, 90, 'DRUG'), (49, 66, 'DISE')]",1
"Note medications that can induce cytopenias Physical exam  Oral exam  Look for mucosal ulceration Physical exam  Eye exam  Look for presence of vascularization of the conjunctivae Physical exam  Cardiac exam  Look for presence of murmurs or tachycardia Physical exam  Abdomil exam  Look for the presence of organomegaly Physical exam  SKIN exam  Look for ecchymosis and PETECHIAE   Differential Diagnosis of Myelodysplastic Syndrome  Normal;           Differential Diagnosis of Myelodysplastic Syndrome Disease  Characteristics  Notes Vitamin B12 deficiency  Macrocytic anemia with megaloblastic bone marrow abnormalities  Usually pernicious anemia, patients with a history of gastrectomy, or diseases that affect the termil ileum.","[('SKIN', 'DISE'), ('PETECHIAE', 'DRUG')]","[(337, 341, 'DISE'), (372, 381, 'DRUG')]",0
NEUROFIBROMATOSIS TYPE 1 (NF1) is a common autosomal domint condition characterized by benign TUMOR (NEUROFIBROMA) growth and increased risk of maligncy.,"[('TUMOR (NEUROFIBROMA', 'DISE'), ('NEUROFIBROMATOSIS TYPE 1', 'SYMP')]","[(96, 114, 'DISE'), (0, 24, 'SYMP')]",1
Clinical trials are currently investigating the potential value of LMWHs in the treatment of PULMORY EMBOLISM and as an altertive to WARFARIN in secondary prevention of DVT,"[('PULMORY EMBOLISM', 'DISE'), ('WARFARIN', 'DRUG')]","[(93, 111, 'DISE'), (137, 145, 'DRUG')]",2
Reversible valproic acid-induced dementia was documented in a 21-year-old man with epilepsy who had a 3-year history of insidious progressive decline in global cognitive abilities documented by serial neuropsychological studies.,"[('valproic acid', 'DRUG'), ('dementia', 'DISE')]","[(11, 24, 'DRUG'), (33, 41, 'DISE')]",1
SWAINSONINE'S activity against TUMORS is attributed to its stimuation of macrophages.cite jourl.,"[('TUMORS', 'DISE'), (""SWAINSONINE'S"", 'DRUG')]","[(31, 37, 'DISE'), (0, 13, 'DRUG')]",2
title = Infliximab versus placebo in RHEUMATOID ARTHRITIS patients receiving CONCOMITANT METHOTREXATE: a randomised phase III trial.,"[('RHEUMATOID ARTHRITIS', 'DISE'), ('CONCOMITANT METHOTREXATE:', 'DRUG')]","[(37, 57, 'DISE'), (77, 102, 'DRUG')]",2
"However, once VENOUS THROMBOSIS has already occurred, it is necessary to use full dose HEPARIN preferably by the continuous intravenous route, with maintence of the partial thromboplastin time (PTT) at 1 1/2 times the control at all times.","[('VENOUS THROMBOSIS', 'DISE'), ('HEPARIN', 'DRUG')]","[(14, 31, 'DISE'), (87, 94, 'DRUG')]",2
The results suggest that the low serum vitamin A levels in primary biliary cirrhosis are not a consequence of VITAMIN A DEFICIENCY but instead reflect a DEFECTIVE MOBILIZATION OF VITAMIN A FROM THE LIVER.,"[('VITAMIN A DEFICIENCY', 'DISE'), ('DEFECTIVE MOBILIZATION OF VITAMIN A FROM THE LIVER', 'DRUG')]","[(110, 130, 'DISE'), (153, 203, 'DRUG')]",2
"A 64 year old man with recurrent metastatic squamous cell carcinoma of the head and neck developed severe skin rash and bone marrow aplasia 4 and 7 days, respectively, following a single dose of 40 mg/m2 methotrexate (MTX).","[('methotrexate', 'DRUG'), ('bone marrow aplasia', 'DISE')]","[(204, 216, 'DRUG'), (120, 139, 'DISE')]",1
Procainamide-induced incessant supraventricular tachycardia in the Wolff-Parkinson-White syndrome.,"[('Procainamide', 'DRUG'), ('incessant supraventricular tachycardia', 'DISE')]","[(0, 12, 'DRUG'), (21, 59, 'DISE')]",1
"The typical fluoxetine-induced symptoms of restlessness, constant pacing, purposeless movements of the feet and legs, and marked anxiety were indistinguishable from those of neuroleptic-induced akathisia.","[('fluoxetine', 'DRUG'), ('marked anxiety', 'DISE')]","[(12, 22, 'DRUG'), (122, 136, 'DISE')]",1
The other woman had rheumatoid arthritis and developed acute tubular necrosis after treatment with gentamicin and cefoxitin.,"[('gentamicin', 'DRUG'), ('acute tubular necrosis', 'DISE')]","[(99, 109, 'DRUG'), (55, 77, 'DISE')]",1
"RTA is one type of nephrotoxicity induced by FK506, and it is reversible in mild cases when appropriately treated.","[('FK506', 'DRUG'), ('RTA', 'DISE')]","[(45, 50, 'DRUG'), (0, 3, 'DISE')]",1
"In a prospective, controlled study of 60 patients with type II amiodarone induced thyrotoxicosis treated with glucocorticoids compared with 60 patients with subacute thyroiditis similarly treated with glucocorticoids, permanent HYPOTHYROIDISM requiring LEVOTHYROXINE replacement occurred in 17% of patients with type II amiodarone induced thyrotoxicosis compared with 5% of patients with subacute thyroiditis ( 111.","[('HYPOTHYROIDISM', 'DISE'), ('LEVOTHYROXINE', 'DRUG')]","[(228, 242, 'DISE'), (253, 266, 'DRUG')]",2
The results of the ultrasound examination combined with clinical anamnesis allowed diagnosis of gastric mucosa foveolar hyperplasia due to prolonged PGE1 therapy.,"[('PGE1', 'DRUG'), ('gastric mucosa foveolar hyperplasia', 'DISE')]","[(149, 153, 'DRUG'), (96, 131, 'DISE')]",1
Angioedema and dysphagia caused by contact allergy to inhaled budesonide.,"[('budesonide', 'DRUG'), ('dysphagia', 'DISE')]","[(62, 72, 'DRUG'), (15, 24, 'DISE')]",1
"This genetic variation is associated with different plasma lipoprotein levels, different response to diet and lipid-lowering therapy, and a variable risk for cardiovascular disease and Alzheimer's disease.","[('diet', 'FOOD'), ('cardiovascular disease', 'DISE')]","[(101, 105, 'FOOD'), (158, 180, 'DISE')]",0
"To our knowledge, this recurrence of amiodarone pulmonary toxicity has not been reported previously.","[('amiodarone', 'DRUG'), ('pulmonary toxicity', 'DISE')]","[(37, 47, 'DRUG'), (48, 66, 'DISE')]",1
"a •  Increases glycogenolysis in the liver, reduces glucose uptake by tissues, and inhibits INSULIN release in the pancreas, resulting in HYPERGLYCEMIA","[('HYPERGLYCEMIA', 'DISE'), ('INSULIN', 'DRUG')]","[(138, 155, 'DISE'), (92, 99, 'DRUG')]",0
Moxalactam is more likely to be associated with platelet dysfunction.,"[('Moxalactam', 'DRUG'), ('platelet dysfunction', 'DISE')]","[(0, 10, 'DRUG'), (48, 68, 'DISE')]",1
"However, some evidence exists regarding a potential protective effect of uric acid, poly-unsaturated fatty acids, coffee, and tea but mainly in men, whereas dairy products, particularly milk, might increase PD risk through contaminant mediated effect.","[('coffee', 'FOOD'), ('PD', 'DISE')]","[(114, 120, 'FOOD'), (207, 209, 'DISE')]",2
Asthma genetics  Rapid effects of inhaled corticosteroids in acute asthma: an evidence based evaluation  Clinical Evidence  Asthma  Cochrane Database of Systematic Reviews  Written action plans for asthma in children  NEDOCROMIL SODIUM for chronic asthma in children  Inhaled corticosteroids versus sodium cromoglycate in children and adults with asthma  Ketotifen alone or as additiol medication for long term control of asthma and wheeze in children  Oral xanthines as maintence treatment for asthma in children  Addition of long acting beta2 agonists to inhaled corticosteroids versus same dose inhaled corticosteroids for CHRONIC ASTHMA in adults and children  Addition of inhaled long.,"[('CHRONIC ASTHMA', 'DISE'), ('NEDOCROMIL SODIUM', 'DRUG')]","[(630, 644, 'DISE'), (218, 235, 'DRUG')]",2
"SALMETEROL prevented EXERCISE INDUCED ASTHMA in all 13 children studied, at 1, 5, and 9 hours.","[('EXERCISE INDUCED ASTHMA', 'DISE'), ('SALMETEROL', 'DRUG')]","[(21, 44, 'DISE'), (0, 10, 'DRUG')]",2
161  For pyrimethamine dosages of 25 50 mg once daily (given with CLINDAMYCIN or sulfadiazine for SECONDARY PROPHYLAXIS OF TOXOPLASMOSIS): 10 25 mg once daily.,"[('SECONDARY PROPHYLAXIS OF TOXOPLASMOSIS', 'DISE'), ('CLINDAMYCIN', 'DRUG')]","[(98, 136, 'DISE'), (66, 77, 'DRUG')]",2
A 74-year-old hypercholestrerolaemic woman taking cerivastatin (0.15 mg/day) for 22 days complained of general muscle weakness and muscle pain.,"[('cerivastatin', 'DRUG'), ('muscle weakness', 'DISE')]","[(50, 62, 'DRUG'), (111, 126, 'DISE')]",1
Nuts have an appreciable antioxidant load and there is evidence of their positive effects on several chronic diseases incidence and death rates.,"[('Nuts', 'FOOD'), ('chronic diseases', 'DISE')]","[(0, 4, 'FOOD'), (101, 117, 'DISE')]",2
69  EBV INFECTION in the Immunocompromised Host  Immunocompromised hosts are susceptible to overwhelming EBV LYMPHOPROLIFERATIVE SYNDROMES.,"[('EBV INFECTION', 'DISE'), ('EBV LYMPHOPROLIFERATIVE SYNDROMES', 'SYMP')]","[(4, 17, 'DISE'), (105, 138, 'SYMP')]",1
"HEPATITIS B markers studied were HBs ANTIGEN (HBSAG) and if positive, HBe antigen/anti HBe antibodies and HBV D.","[('HEPATITIS B', 'DISE'), ('ANTIGEN (HBSAG)', 'SYMP')]","[(0, 11, 'DISE'), (37, 52, 'SYMP')]",1
"Risperidone is a frequently used member of a new class of atypical antipsychotics-the serotonin-dopamine antagonists (SDAs)-due to its comparatively high efficacy and low D2/5HT2 binding ratio, which results in a low incidence of extrapyramidal side effects including tardive dyskinesia (TD).","[('Risperidone', 'DRUG'), ('tardive dyskinesia', 'DISE')]","[(0, 11, 'DRUG'), (268, 286, 'DISE')]",1
"• A large, population based cohort study of 7195 isotretinoin users with acne and 13,700 oral antibiotic users with ACNE showed no evidence that ISOTRETINOIN increases risk of depression, suicide, or other psychiatric disorders ( 34.","[('ACNE', 'DISE'), ('ISOTRETINOIN', 'DRUG')]","[(116, 120, 'DISE'), (145, 157, 'DRUG')]",0
He had a history of SEVERE OLIGOPHRENIA BILATERAL ECTOPIA LENTIS requiring EXTRACTION OF BOTH LENSES and operatively corrected genu valgum on both sides.,"[('EXTRACTION OF BOTH LENSES', 'DISE'), ('SEVERE OLIGOPHRENIA BILATERAL ECTOPIA LENTIS', 'DRUG')]","[(75, 100, 'DISE'), (20, 64, 'DRUG')]",2
"We present a case of hemolytic-uremic syndrome that developed during the 4th cycle of combination chemotherapy with oxaliplatin, 5-fluorouracil and leucovorin.","[('leucovorin', 'DRUG'), ('hemolytic-uremic syndrome', 'DISE')]","[(148, 158, 'DRUG'), (21, 46, 'DISE')]",1
"2  Yamada M, Fukuda Y, Koyama Y, kano I, Urano F, Isobe K, et al. A long term follow up study of INTERFERON TREATMENT for CHRONIC HEPATITIS C in Japanese patients with congenital bleeding disorders.","[('CHRONIC HEPATITIS C', 'DISE'), ('INTERFERON TREATMENT', 'DRUG')]","[(124, 143, 'DISE'), (99, 119, 'DRUG')]",2
We report a case of THYMIC BASALOID CARCINOMA combined with MULTILOCULAR THYMIC CYST (MTC,"[('MULTILOCULAR THYMIC CYST', 'DISE'), ('THYMIC BASALOID CARCINOMA', 'DRUG')]","[(60, 84, 'DISE'), (20, 45, 'DRUG')]",0
"Blocks of bovine emel, covered with a steel mesh or a steel mesh plus PLAQUE or with neither, were treated in vitro with a 20% slurry of a FLUORIDE DENTIFRICE for 1 h.","[('PLAQUE', 'DISE'), ('FLUORIDE DENTIFRICE', 'DRUG')]","[(72, 78, 'DISE'), (141, 160, 'DRUG')]",2
"We discuss a patient who developed severe renal tubular dysfunction secondary to short-term therapy with Amikacin, resulting in refractory hypokalemia, hypocalcemia, hypomagnesemia, metabolic alkalosis, and polyuria.","[('Amikacin', 'DRUG'), ('refractory hypokalemia', 'DISE')]","[(105, 113, 'DRUG'), (128, 150, 'DISE')]",1
This patient rapidly progressed from mild neurotoxicity to fatal encephalopathy after one dose of intrathecal methotrexate during his third cycle of chemotherapy.,"[('methotrexate', 'DRUG'), ('fatal encephalopathy', 'DISE')]","[(110, 122, 'DRUG'), (59, 79, 'DISE')]",1
"Ginger has shown prominent protective effects on diabetic liver, kidney, eye, and neural system complications.","[('Ginger', 'FOOD'), ('diabetic liver, kidney, eye, and neural system complications', 'DISE')]","[(0, 6, 'FOOD'), (49, 109, 'DISE')]",2
This is the second report of lactic acidosis in a patient on stavudine and lamivudine.,"[('lamivudine', 'DRUG'), ('lactic acidosis', 'DISE')]","[(75, 85, 'DRUG'), (29, 44, 'DISE')]",1
"The authors present an elderly patient with mixed dementia who developed TD at multiple sites, (including respiratory dyskinesia [RD], limb dyskinesia, and orofacial dyskinesia) following abrupt withdrawal of risperidone therapy.","[('risperidone', 'DRUG'), ('orofacial dyskinesia', 'DISE')]","[(209, 220, 'DRUG'), (156, 176, 'DISE')]",1
"1 ,   4 ,   8 ,   9 ,   65 ,   67 •    VZV causes varicella (CHICKENPOX) and herpes zoster (shingles, zoster).","[('CHICKENPOX', 'DISE'), ('VZV', 'SYMP')]","[(61, 71, 'DISE'), (39, 42, 'SYMP')]",1
"Osteoarthritis (OA) is a leading cause of physical disability among aging populations, with no available drugs able to efficiently restore the balance between cartilage matrix synthesis and degradation.","[('Osteoarthritis', 'DISE'), ('available drugs', 'FOOD')]","[(0, 14, 'DISE'), (95, 110, 'FOOD')]",0
Nephrology . Non-drug treatment for ACUTE REL FAILURE due to CRYOGLOBULINEMIA,"[('ACUTE REL FAILURE', 'DISE'), ('CRYOGLOBULINEMIA', 'SYMP')]","[(36, 55, 'DISE'), (63, 79, 'SYMP')]",1
"For example, OSTEOPOROSIS or decreased bone density affects almost all women with POF due to an insufficiency of ESTROGEN.","[('OSTEOPOROSIS', 'DISE'), ('ESTROGEN', 'SYMP')]","[(13, 25, 'DISE'), (113, 121, 'SYMP')]",1
ELEVATED CREATINE KISE CK LEVELS are typical in sIBM but patients can also present with NORMAL CK LEVELS.,"[('ELEVATED CREATINE KISE CK LEVELS', 'DISE'), ('NORMAL CK LEVELS', 'DRUG')]","[(0, 34, 'DISE'), (90, 106, 'DRUG')]",0
Postoperative FONDAPARINUX VERSUS POSTOPERATIVE enoxaparin for prevention of VENOUS THROMBOEMBOLISM after elective hip replacement surgery: a randomised double blind trial.,"[('VENOUS THROMBOEMBOLISM', 'DISE'), ('FONDAPARINUX VERSUS POSTOPERATIVE', 'DRUG')]","[(77, 99, 'DISE'), (14, 47, 'DRUG')]",2
"3 , 202    Droperidol Concomitant administration has produced satisfactory algesia (during and after surgery  60  and also in a termilly ill patient with severe, CHRONIC PAIN that was previously unresponsive to buprenorphine alone  37 )    FENTANYL","[('CHRONIC PAIN', 'DISE'), ('FENTANYL', 'DRUG')]","[(166, 178, 'DISE'), (244, 256, 'DRUG')]",2
"We report the first case of a human immunodeficiency virus type 1 (HIV-1)-infected individual receiving combination antiretroviral therapy, which included ritonavir, who developed Cushing syndrome with profound complications after epidural triamcinolone injections.","[('triamcinolone', 'DRUG'), ('Cushing syndrome', 'DISE')]","[(240, 253, 'DRUG'), (180, 196, 'DISE')]",1
Hyponatraemia during low-dose carbamazepine therapy.,"[('carbamazepine', 'DRUG'), ('Hyponatraemia', 'DISE')]","[(30, 43, 'DRUG'), (0, 13, 'DISE')]",1
"Although the recurrence risk is not increased, GENETIC COUNSELING is often recommended for families who have had a pregncy or child with TURNER SYNDROME.","[('TURNER SYNDROME', 'DISE'), ('GENETIC COUNSELING', 'DRUG')]","[(139, 154, 'DISE'), (47, 65, 'DRUG')]",2
"In view of clinical reports implicating DIABETIC AUTONOMIC NEUROPATHY as the cause of gastrointestil dysfunction in DIABETES MELLITUS, neurochemical and histochemical techniques were used to study changes in the innervation of the gut","[('DIABETIC AUTONOMIC NEUROPATHY', 'DISE'), ('DIABETES MELLITUS', 'SYMP')]","[(40, 69, 'DISE'), (118, 135, 'SYMP')]",1
"Sobel JD, Schmitt C, Meriwether C. Long term follow up of patients with BACTERIAL VAGINOSIS treated with ORAL METRONIDAZOLE AND TOPICAL CLINDAMYCIN.","[('BACTERIAL VAGINOSIS', 'DISE'), ('ORAL METRONIDAZOLE AND TOPICAL CLINDAMYCIN', 'DRUG')]","[(72, 91, 'DISE'), (105, 147, 'DRUG')]",2
"Sulfasalazine-induced lung disorder is an extremely rare entity which must be considered in all ulcerative colitis patients while on sulfasalazine therapy, despite the absence of pulmonary symptomatology.","[('Sulfasalazine', 'DRUG'), ('lung disorder', 'DISE')]","[(0, 13, 'DRUG'), (22, 35, 'DISE')]",1
"Early treatment, when the HEADACHE is mild, is much more effective than later treatment, when the MIGRAINE is moderate or severe in intensity.","[('HEADACHE', 'DISE'), ('MIGRAINE', 'SYMP')]","[(26, 34, 'DISE'), (98, 106, 'SYMP')]",1
"f. (star anise) has been used in traditional medicine for treatment of skin inflammation, rheumatism, asthma, and bronchitis.","[('star anise', 'FOOD'), ('skin inflammation', 'DISE')]","[(4, 14, 'FOOD'), (71, 88, 'DISE')]",2
